elapsed_s,lat_deg,lon_deg,yaw_rad,speed_mps,depth_m,alt_asf_m,wall_utc_s,yaw_rate_rps,vel_north_mps,vel_east_mps,vel_down_mps,vel_age_s,waypoint_index,cross_track_error_m,distance_to_waypoint_m,distance_remaining_m,cumulative_distance_m,waypoints_remaining,exec_age_s
5.154806525,39.00009661,-76.5,-2.098196176e-12,3,0,60,1785408824.1926587,-7.185377051e-13,3,-6.294588529e-12,0,5.4345e-05,0,7.609389159e-11,89.27512872,949.9999986,10.72487126,8,4.3383e-05
5.205418532,39.00009796,-76.5,-2.137673097e-12,3,0,60,1785408824.2432685,-7.874158212e-13,3,-6.41301929e-12,0,4.7447e-05,0,-1.083350103e-11,89.12472438,949.9999986,10.87527561,8,4.0277e-05
5.256035608,39.00009931,-76.5,-2.159634499e-12,3,0,60,1785408824.2938857,-4.38885551e-13,3,-6.478903498e-12,0,4.897e-05,0,1.226212699e-10,88.97460732,947.9999986,11.02539267,8,4.1114e-05
5.306651364,39.00010066,-76.5,-2.196921225e-12,3,0,60,1785408824.3444993,-7.460035135e-13,3,-6.590763676e-12,0,5.2659e-05,0,-7.571358728e-11,88.82466141,947.9999986,11.17533858,8,4.526e-05
5.357174825,39.00010202,-76.5,-2.201535635e-12,3,0,60,1785408824.3949842,-9.225104219e-14,3,-6.604606904e-12,0,3.9091e-05,0,-1.158856775e-10,88.67460101,947.9999986,11.32539898,8,3.4474e-05
5.407722738,39.00010337,-76.5,-2.167103101e-12,3,0,60,1785408824.4455726,6.895744661e-13,3,-6.501309303e-12,0,6.3919e-05,0,1.933241455e-10,88.52480196,947.9999986,11.47519803,8,5.6641e-05
5.458225508,39.00010472,-76.5,-2.169671475e-12,3,0,60,1785408824.4961064,-5.134597208e-14,3,-6.509014425e-12,0,6.7033e-05,0,-1.303550495e-11,88.37473912,947.9999986,11.62526086,8,5.6298e-05
5.508544828,39.00010606,-76.5,-2.157636953e-12,3,0,60,1785408824.5463836,2.417687185e-13,3,-6.472910859e-12,0,4.4595e-05,0,9.659531198e-11,88.22540811,947.9999986,11.77459187,8,3.7367e-05
5.559010448,39.00010742,-76.5,-2.157963521e-12,3,0,60,1785408824.5968611,-6.501951288e-15,3,-6.473890563e-12,0,5.0613e-05,0,6.352522029e-11,88.0747296,947.9999986,11.92527038,8,4.1611e-05
5.609571153,39.00010877,-76.5,-2.161770766e-12,3,0,60,1785408824.6474035,-7.61380333e-14,3,-6.485312299e-12,0,4.5815e-05,0,9.234948593e-11,87.92471607,947.9999986,12.07528392,8,3.7801e-05
