lat_deg,lon_deg,s_m,kappa_1pm,az_rad,leg_index
39.00142322,-76.5,158,0,1.80966353e-13,1
39.00144124,-76.5,160,0,1.80966353e-13,1
39.00145926,-76.5,162,0,1.80966353e-13,1
39.00147727,-76.5,164,0,1.80966353e-13,1
39.00149529,-76.5,166,0,1.80966353e-13,1
39.0015133,-76.5,168,0,1.80966353e-13,1
39.00153132,-76.5,170,0,1.80966353e-13,1
39.00154933,-76.5,172,0,1.80966353e-13,1
39.00156735,-76.5,174,0,1.80966353e-13,1
39.00158536,-76.5,176,0,1.80966353e-13,1
39.00160338,-76.5,178,0,1.80966353e-13,1
39.0016214,-76.5,180,0,1.80966353e-13,1
39.00163941,-76.5,182,0,1.80966353e-13,1
39.00165743,-76.5,184,0,1.80966353e-13,1
39.00167544,-76.5,186,0,1.80966353e-13,1
39.00169346,-76.5,188,0,1.80966353e-13,1
39.00171147,-76.5,190,0,1.80966353e-13,1
39.00172949,-76.5,192,0,1.80966353e-13,1
39.0017475,-76.5,194,0,1.80966353e-13,1
39.00176552,-76.5,196,0,1.80966353e-13,1
39.00178353,-76.5,198,0,1.80966353e-13,1
39.00180155,-76.5,200,0,1.80966353e-13,1
39.00181957,-76.5,202,0,1.80966353e-13,1
39.00183758,-76.5,204,0,1.80966353e-13,1
39.0018556,-76.5,206,0,1.80966353e-13,1
39.00187361,-76.5,208,0,1.80966353e-13,1
39.00189163,-76.5,210,0,1.80966353e-13,1
39.00190964,-76.5,212,0,1.80966353e-13,1
39.00192766,-76.5,214,0,1.80966353e-13,1
39.00194567,-76.5,216,0,1.80966353e-13,1
39.00196369,-76.5,218,0,1.80966353e-13,1
39.00198171,-76.5,220,0,1.80966353e-13,1
39.00199972,-76.5,222,0,1.80966353e-13,1
39.00201774,-76.5,224,0,1.80966353e-13,1
39.00203575,-76.5,226,0,1.80966353e-13,1
39.00205377,-76.5,228,0,1.80966353e-13,1
39.00207178,-76.5,230,0,1.80966353e-13,1
39.0020898,-76.5,232,0,1.80966353e-13,1
39.00210781,-76.5,234,0,1.80966353e-13,1
39.00212583,-76.5,236,0,1.80966353e-13,1
39.00214384,-76.5,238,0,1.80966353e-13,1
39.00216186,-76.5,240,0,1.80966353e-13,1
39.00217988,-76.5,242,0,1.80966353e-13,1
39.00219789,-76.5,244,0,1.80966353e-13,1
39.00221591,-76.5,246,0,1.80966353e-13,1
39.00223392,-76.5,248,0,1.80966353e-13,1
39.00225194,-76.5,250,0,1.80966353e-13,1
39.00226995,-76.5,252,0,1.80966353e-13,1
39.00228797,-76.5,254,0,1.80966353e-13,1
39.00230598,-76.5,256,0,1.80966353e-13,1
39.002324,-76.5,258,0,1.80966353e-13,1
39.00234202,-76.5,260,0,1.80966353e-13,1
39.00236003,-76.5,262,0,1.80966353e-13,1
39.00237805,-76.5,264,0,1.80966353e-13,1
39.00239606,-76.5,266,0,1.80966353e-13,1
39.00241408,-76.5,268,0,1.80966353e-13,1
39.00243209,-76.5,270,0,1.80966353e-13,1
39.00245011,-76.5,272,0,1.80966353e-13,1
39.00246812,-76.5,274,0,1.80966353e-13,1
39.00248614,-76.5,276,0,1.80966353e-13,1
